Brand,Model,Processor,Generation,Operating System,RAM,Storage,Size,Warranty,Color,Star Rating,No. of Ratings,No. of Reviews,Price
HP,HP Victus Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,655,188,58990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Silver,4.5,1227,292,85690
HP,HP Omen AMD Ryzen,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Grey,4.7,705,124,102990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1049,100,65990
Acer,Acer Predator Neo Intel Core i,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Grey,4.5,1262,333,119990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,1033,333,36990
HP,HP Victus Intel Core i,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.4,709,230,55990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.3,1823,148,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.5,1773,246,75990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.4,987,159,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,758,334,32990
Acer,Acer Predator Neo Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Silver,4.4,1927,256,104990
MSI,MSI Crosshair,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Blue,4.1,730,277,140990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,1936,101,49990
HP,HP Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.2,363,172,53990
Acer,Acer Aspire,Intel Core i7,14th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,998,283,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1851,244,28990
MSI,MSI Katana,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Metallic Black,4.2,610,287,102990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.3,590,209,36990
Acer,Acer Swift Go,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,1019,263,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,1010,160,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.5,1218,116,61990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,698,148,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,1084,175,76190
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1453,287,32490
HP,HP,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,1975,247,34990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.4,1939,230,61990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1469,142,32990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1739,156,47990
ASUS,ASUS Vivobook,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,560,149,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,511,295,84990
Lenovo,Lenovo LOQ AMD Ryzen,AMD Ryzen 7,13th Gen,Windows 11 Operating System,24 GB,512,39.62,2,Grey,4.5,1692,308,85690
HP,HP Omen AMD Ryzen,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Grey,4.7,655,277,102990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Blue,4,392,136,42990
DELL,DELL Inspiron,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,591,145,35990
HP,HP Backlit Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1589,269,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.2,1374,114,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.1,493,260,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,739,179,76190
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,261,238,43800
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,1512,346,44990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,810,247,32990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.3,291,329,47990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Metallic Black,4.2,927,123,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,843,224,47990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Grey,4.3,1702,291,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1431,217,58990
Lenovo,Lenovo LOQ AMD Ryzen,AMD Ryzen 7,13th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Blue,4.5,1489,179,85690
HP,HP Omen AMD Ryzen,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Silver,4.7,1943,193,102990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1735,325,65990
Acer,Acer Predator Neo Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.5,1340,187,119990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,1280,187,36990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.4,1197,300,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1799,313,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.5,322,303,75990
Acer,Acer Aspire,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,648,244,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Grey,4.4,1678,225,104990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1948,188,32990
MSI,MSI Crosshair,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.1,827,319,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,1108,160,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.2,379,114,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.2,1180,193,29990
Acer,Acer One Intel Core i,Intel Core i3,11th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1739,150,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,1479,126,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.3,515,313,36990
Acer,Acer Swift Go,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.3,1810,173,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,13th Gen,Mac OS Operating System,8 GB,256,34.54,2,Metallic Black,4.7,1042,160,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.5,502,285,61990
Lenovo,Lenovo LOQ Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.4,1071,130,76190
MSI,MSI Modern,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,1562,318,32990
HP,HP,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,413,111,32490
HP,HP,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Silver,4.3,344,145,34990
Acer,Acer Aspire,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,1383,131,61990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,585,259,47990
Lenovo,Lenovo LOQ AMD Ryzen,AMD Ryzen 7,13th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Grey,4.5,1071,332,85690
ASUS,ASUS Vivobook,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,487,350,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,630,336,84990
HP,HP Omen AMD Ryzen,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Black,4.7,1709,326,102990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Silver,4.5,1148,280,119990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Silver,4,732,160,42990
DELL,DELL Inspiron,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,1151,145,35990
HP,HP Backlit Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1298,184,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.2,1926,301,52990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.1,1390,179,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,731,234,76190
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,1665,103,43800
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,1166,318,44990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1243,151,32990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,1213,346,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Black,4.2,786,316,36990
ASUS,ASUS Vivobook,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1352,258,47990
ASUS,ASUS Vivobook,AMD Ryzen 7,13th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Silver,4.3,1853,302,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,1446,211,58990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Celeron Dual,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Metallic Black,4.5,1285,311,85690
HP,HP Omen AMD Ryzen,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Metallic Black,4.7,377,135,102990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1881,281,65990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Metallic Black,4.5,1926,218,119990
MSI,MSI Modern,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,792,226,36990
HP,HP Victus Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.4,1095,116,55990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,1805,336,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.5,1931,174,75990
Acer,Acer Aspire,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1238,257,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.4,696,326,104990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,639,204,32990
MSI,MSI Crosshair,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.1,921,329,140990
MSI,MSI Thin,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,292,249,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,503,216,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,1403,142,29990
Acer,Acer One Intel Core i,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1333,211,28990
MSI,MSI Katana,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Grey,4.2,912,214,102990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.3,716,126,36990
Acer,Acer Swift Go,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,536,136,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 3,10th Gen,Mac OS Operating System,8 GB,256,34.54,1,Grey,4.7,1260,145,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.5,1790,212,61990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.1,1740,134,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1027,231,76190
HP,HP,AMD Ryzen 7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,594,179,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,891,179,34990
Acer,Acer Aspire,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.4,939,253,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.3,1526,220,32990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,1329,327,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1736,246,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,706,221,84990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,2,Silver,4.5,1232,180,85690
HP,HP Omen AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.89,1,Black,4.7,332,272,102990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Grey,4,1372,253,42990
DELL,DELL Inspiron,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,398,249,35990
HP,HP Backlit Intel Core i,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1602,218,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.2,1429,157,52990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.1,439,162,49690
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1767,347,76190
DELL,DELL Inspiron,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1132,255,43800
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,512,292,44990
MSI,MSI Modern,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1353,271,32990
MSI,MSI Thin,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.3,649,199,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Grey,4.2,1013,270,36990
ASUS,ASUS Vivobook,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,858,264,47990
ASUS,ASUS Vivobook,Intel Core i7,13th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Grey,4.3,1533,165,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,1888,244,58990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,1,Metallic Black,4.5,1825,267,85690
HP,HP Omen AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Black,4.7,1034,265,102990
HP,HP Victus Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,350,184,65990
Acer,Acer Predator Neo Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Blue,4.5,1653,236,119990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,1069,304,36990
HP,HP Victus Intel Core i,Intel Core i7,14th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.4,1494,302,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1069,288,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.5,669,307,75990
Acer,Acer Aspire,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.4,373,243,67990
Acer,Acer Predator Neo Intel Core i,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Silver,4.4,671,222,104990
MSI,MSI Modern,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1504,101,32990
MSI,MSI Crosshair,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Metallic Black,4.1,1963,205,140990
MSI,MSI Thin,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1336,207,49990
HP,HP Intel Core i,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.2,1758,171,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.2,1901,270,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.2,1976,225,28990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.1,1847,269,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.3,1017,304,36990
Acer,Acer Swift Go,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,732,156,59990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,768,180,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.5,404,330,61990
Lenovo,Lenovo LOQ Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.4,341,315,76190
MSI,MSI Modern,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.3,1231,294,32990
HP,HP,AMD Ryzen 7,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1799,257,32490
HP,HP,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,100.58,1,Silver,4.3,704,343,34990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,1918,118,61990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,759,106,47990
Lenovo,Lenovo LOQ AMD Ryzen,Intel Core i5,12th Gen,Windows 11 Operating System,24 GB,512,39.62,2,Silver,4.5,1456,236,85690
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,635,310,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Blue,4.7,1847,336,84990
HP,HP Omen AMD Ryzen,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,40.89,2,Metallic Black,4.7,654,153,102990
Acer,Acer Predator Neo Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Grey,4.5,495,203,119990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Grey,4,991,185,42990
DELL,DELL Inspiron,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1864,181,35990
HP,HP Backlit Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,910,160,49990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.2,899,186,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.1,1744,101,49690
Lenovo,Lenovo LOQ Intel Core i,AMD Ryzen 7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Silver,4.4,1696,277,76190
DELL,DELL Inspiron,AMD Ryzen 7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1150,341,43800
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,314,302,44990
MSI,MSI Modern,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1286,130,32990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,462,132,47990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,2,Blue,4.2,491,305,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,742,179,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Metallic Black,4.3,1486,110,40990
HP,HP Victus Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,1966,260,58990
